acc_no,hash,length,gc,strandedness,moltype,is_refseq
NC_009987,9506ef9374a8294179753007ec2274321d4f7b3a609270d0c5972298d2912dd3,7870,22.21,single,DNA,True
NC_031230,25f2476da3a65d93ecf87c6b2a91442396182f022336dff6cfc149575d89b619,98136,59.75,double,DNA,True
NC_031254,be4e61ad79d4cccb838b67380c2784562ee5f5bc5a4edd89f8e494c06ceb2de0,58560,63.39,double,DNA,True
NC_048728,3f87a8ef2634705d1bea1e37f314f350c7310509ad3f093617195b1d62bccdc2,129015,47.06,double,DNA,True
NC_019446,fdf52442ddc0117e582b6fe4f50cc3da867117578c792fe9fdfaa4cf4fbb7782,41148,48.19,double,DNA,True
MZ364252,986522478f035ab3ae226031f737cc76ea5da659f1550ea54c09e73a247f41eb,4291,58.42,double,DNA,False
MH572339,678749bcb58759b11836a65115af8bee0bf95fede36af9a88e4c8d070cde57d0,4497,43.54,double,DNA,False
MN850645,607e9719357cd301a408cf37d50e5ae451b096b39f0c1ca81c041fbe9caa204e,145482,37.45,double,DNA,False
MT310878,68240b041b3d7e1a33f12523e3795371820efee39c7fbde68f9a2174c8514a86,46535,64.35,double,DNA,False
AY848684,b722ac0b70f652dedb15a9eacc9745fff31a111e0cf72086bc0b6cc3d21f542a,14935,48.26,double,DNA,False
MK249185,64b1e73ebd9826e0646a38d8a5144f658f26a2e4fb9343ee61e2a94acc5b6aed,4590,54.62,double,DNA,False
MT740245,b3ecf47afc1364cedc107da94990fceb708196d9f6a1e064a51d83d3c26e2a37,104575,38.29,double,DNA,False
NC_019521,ad5c964bddf0444a27d18bb303017f7a078c67ee190ea41c93b4f63fb8739fde,219372,31.31,double,DNA,True
MW286266,bd142408ef855a2bedd07784eafdf673f3c5c176e8bf487e635a7686a2d28e4e,41374,58.07,double,DNA,False
NC_024370,2f71974f09dedd38f4a57e0cd4f2bffb69b077eaa053206a1d47f184f65cb240,39965,41.12,double,DNA,True
KT264795,7aedd37937fc9cd52fc5d77846df30b3c96d4ffc99e707db27a386e2723af4e3,5338,46.40,double,DNA,False
MH892359,811a3952989e7656705aa7d4b3c6c942c7c403a03aea6478915471329fcdcb83,34336,38.76,double,DNA,False
MT451981,64dbd0ae0481bacdd77f84de63200b5ca493cbe3c5fbd72e9bf92d1eed905307,37129,71.18,double,DNA,False
MK061409,df1d5d0bb7bb7a760009455c8f15efa1e4a7e96c505d3733683c4d45269d2e97,53014,62.54,double,DNA,False
NC_054462,3ea78a3f8df2909c6ca1a96ee71fa690a20ca6c45a5f2b0352ea67fea2028f8c,44732,62.23,double,DNA,True
NC_052414,83d26085dcccc8aecfdaf2a5465b9add674fd38c6e6c10a1319001d8404a30aa,49516,63.64,double,DNA,True
MN234217,3dcf07cd386232f64bd266dbf7653c26b4f6578120bf90f4ae1075043787b292,59173,52.95,double,DNA,False
MH316568,5f7afdc4eda4213a23836cc358f53ee49efdc7cd461afe2e11f19c34ff3ebeab,68527,66.37,double,DNA,False
NC_051601,220f514f2e3c31eb1ec3f1ab6f6ac1e443aed8cb87d2fa9d869cadcc5d97164c,60321,66.54,double,DNA,True
NC_060137,87aaf9c6220f4f55dae9599788283a610fd988a92efa25af817ce78f602fd62b,75606,58.73,double,DNA,True
MZ152915,f14bdf1e8c4eada15cc6ae69c86c24ee1e62fa90206a3e97dea09f9bb4f5b103,18292,29.91,double,DNA,False
MZ398240,03400dff1c717f2bf86ea442aab6b0be47d448b086f1d7c9ba0e83753b190efd,61860,56.28,double,DNA,False
NC_025430,65a720bf8e2cbcc7b1a0eb041c4223b22c173650633e936d817aa8fc18f5a49c,42351,53.35,double,DNA,True
NC_055023,6fc7603ac15a53bf69d1b3df825d3dcda07fad633f46905ccaa3c445f0d14c0c,40147,35.35,double,DNA,True
NC_054971,ffd413e90e47c6ae4f0f7a92f289e297a9d38636734b7db776edf22f0a115f02,73898,54.27,double,DNA,True
NC_054968,548c630df4e1176feb019509f3daa1e8a25e342b6f5e95f9e9c5f17853ed20cd,74096,55.04,double,DNA,True
NC_049436,07203f86bab33ec0bdba679fff58228ef7d28c4720344b913ff96927048bc562,74830,50.77,double,DNA,True
NC_048129,39999f2b80a36a1b062c6c171d24cc48a50bc79a8f76c146876056bfbc538357,40236,52.84,double,DNA,True
MH572310,ecb8403c43a7fb40acd41c6c4d4f87ad7a2700df94732bb170c05ee6892998c2,4486,39.92,double,DNA,False
MT708547,5736d7a325358336ca026faca39a08cad515e9bd6724bb2ecb460b05d3a6df59,346937,31.86,double,DNA,False
DQ079882,57460018ff394c032618b82cd2b1fdb22d7cd9cac2dc3fd55f8760919cc13e0c,5386,44.73,double,DNA,False
MN329678,2bfac7760bc6b36a31f2a27b1b7009b021763fc7ab3da37d1f98af647f0c7252,29549,54.01,double,DNA,False
MF472892,e35485bcbb3191fb6e5357545f14c75054ccf87cbd2c45001b2798ec2abc8f44,60311,66.77,double,DNA,False
MW584192,4e71f5141aac820651f3687d03712e2cb231f128e230c63bf6ed5be2001aca76,49758,64.11,double,DNA,False
MT375528,ed731eb21938fd26d8c7c2825ca4eec346f8508c489bccfde2085c42cdcac796,41529,34.14,double,DNA,False
NC_013021,a79eee790cf396a3fddb348edca56aa9771fa72ddc0397e999ab38f1cb37ee71,107530,52.30,double,DNA,True
MK448720,647bb195bed7ba6e1f823c3ccc60166977c64fceaa0f790240ceab379f36c5fd,25306,38.64,double,DNA,False
KT355473,f553afc5a07755b0d380dd640f5f456f25727776aa538db03017714af738a21b,15556,60.11,double,DNA,False
MT104465,5e4ba0b6ad7deb9e45dd089e204be0160552c731ed94b26321cbded7f05a35bf,39033,56.17,double,DNA,False
MN023188,32df815017de1c70ab493a1f29e7ebdfeb2d31af48163199ee8508b074109d73,36480,60.81,double,DNA,False
MN067430,c28d631685e610c480287a2cee4db4ac1b5ce9aa2c6f48634fda69fe4c2307fc,39389,52.84,double,DNA,False
MT498062,692afb79f8d9877ff1663827cd01310be04986160036a3944672d30c6433e98a,42000,63.42,double,DNA,False
MZ043897,b86e57b4ef82d6b5ae1ecabb04110f8693bfc2609337202e7b27d5e5f8955048,38252,46.98,double,DNA,False
MZ089805,71fbbac506565169d784e6dc86db82e1d8446a12204e593edebc45fb2711b1fe,6455,37.71,double,DNA,False
MZ171375,ea0bfdca7b4e25b9e408e40907fb05942a482c57fad8a35859ab31c3323a2b6e,68093,67.57,double,DNA,False
NC_048136,579a827552dde1bcd7d376d9e227b6e7a2705bffa327acb71496d8675105b1bd,39793,52.19,double,DNA,True
NC_003345,3121e11f8e4f43e84b2426e98c60b7def7238f6a1586b9dbe298610b74963258,77672,55.85,double,DNA,True
NC_010324,fa5aa87010ef1762e3e3b38749d3077bab478450ae54086c39b3d47f20d154df,77554,42.27,double,DNA,True
NC_031906,ffc73b8e877be2ae97978147c99d1ca442b1cbbe9ecaedc24d8c856318c71dfc,198190,41.56,double,DNA,True
NC_027335,2405b00d452509fc593bc25786f1027596f4cb8898bd4e344ad3367ba6cef0d7,145518,35.91,double,DNA,True
MH992185,b18b9ddecaa2eb41362ff014792080343afddc5a78c846192cce8fde082579d7,4719,57.41,double,DNA,False
MG883723,3dff061d70122487767ba2ac31608f54b1f3798efe5ac65883a8794980893262,4870,53.37,single,DNA,False
LC616066,ea2c3228510cec855b9ab9ab8f6c1a172097b6e49bd8e4731e6d28f745ee5a7e,66718,49.56,double,DNA,False
NC_047796,eb9f8f8a6203713c797d64a3081a8a2b975a7e6a6131a51a827213d6f3738c3d,155053,37.02,double,DNA,True
MK249183,1c8180bad956d07e04b14383d78e22e68cc4c27f12345822d2cf69eef75377b9,4608,47.44,double,DNA,False
MN794002,8d31ae720e90253eb903dc5b43940fa8416a2d7c10a09d5267f7818bf1cecc7e,43351,53.90,double,DNA,False
MK814752,8f57cb5b03737f5b7f2b209135734c0605958b9b03a7f7e6f9de18ae78d7d6e2,54534,62.99,double,DNA,False
HM753700,008500baf03859d14e13a9e510bbfc232b1105a69b9b814c809601afa22c078a,5386,44.82,single,DNA,False
HG796219,ba3f1003f986ef8b69920f8ed8f1941c6cbefb5881b44c80ce0408a03749e865,42492,61.76,double,DNA,False
KJ133696,91122ba097066d77934d9907bf93c49f3bf0702ddcb24cd8b6c76faf2f82c524,41142,48.17,double,DNA,False
KR093625,63c5b4f263b7e3f277996ac4f32756172f44ac3b8ecd29770118d646a86ec074,40551,43.62,double,DNA,False
KT264774,bc4696facac935e8ce4d3f82155e655e36bf10c8a18af3280d0500fc38d670cd,5051,31.84,double,DNA,False
MK764445,917a142e70dd314ffa31334c429dd7dc75769bf2a111969d96531ee16826513b,22503,37.36,double,DNA,False
MZ456037,d7099794795c7d4ed5aeb13045ab3dd8dcbcee0eab67fd66e1249e9cad03a8b4,39237,67.84,double,DNA,False
NC_052446,5fb42bde8c80950f373ad99d2b86554c0d6837cc3db8299fbac2dee15db9cf91,51372,63.66,double,DNA,True
NC_052466,0aefb9c686ca125e0522722d2bcafdb7a12425679eb22a39a10dc71564db931e,50181,63.74,double,DNA,True
NC_041876,f986213fa6e5daa55fa6cea2f7e66e071e1567e7db9b113d12b77284ff6f2f08,37809,68.43,double,DNA,True
NC_018831,8a71fee6cfe3b23a78d99a4292ea6adfdfa3142a4d969ce4364c3fe853e5084a,67170,36.46,double,DNA,True
NC_023717,3e7135be490ad38bc50b762f0669f39833f5dadfaeb4f219800cae33425b5c1b,151924,50.56,double,DNA,True
MH937483,e4a1b469006ac0fefe8f3d9618b00b8ba95fcf415dd62b0a7b10e68c68de03c6,37598,38.49,double,DNA,False
OK274152,f99934993d6550614f21b461079b39a1d05d828d2cd65b8e110efabc860ad46c,166608,35.34,double,DNA,False
LN610585,8b5e2dd75a6fa8127791ba90407a4006eebe6b85b288e6214f2fbec57e062d6d,57745,63.48,double,DNA,False
MH992200,3d1be87ee28065b5023b66103d7d72a03d3bb4d0930f1c31a83405773587376a,4507,61.10,double,DNA,False
MK448930,cd3aa7d94873b398e761e5d9761c2f8f79a451222bf0826ebd7cb409bfdbb0e0,37950,36.38,double,DNA,False
KP087943,a4a4c49e273251dbd8085ba4a8eee3796fbd892c1561eb1b8dca4f410cdd5875,6172,47.81,double,DNA,False
KX349239,0981c57ef129ff0989cf81ac461560b360b2659e2a1aa41d3f978a395c53d674,175434,42.16,double,DNA,False
MF979562,97aee1d15fb55dd971de24abe700b126843b2ae84208ca5301d28454c822e46a,11504,37.40,double,DNA,False
MK417516,90c577ed1a267971771093493ecc3fced5825e0f489868b78903320ef7f0143a,148312,30.39,double,DNA,False
MK448817,7cb7ae107b01a7d5bc7dfe584557fbb6d84dcab1b3a89e28938599c02bfbfd4f,42741,38.94,double,DNA,False
MK448869,61ea51864a42156ebeb37b282e1c54fe584d504144f12ac3a989f6495bfbfe67,35580,38.45,double,DNA,False
MK765566,4b1958a5ce5c02482c185e9f7ca5d63d3392f71710ba1cfe379e104b343b7e1b,5764,39.33,double,DNA,False
KX664447,3536856a7a05eb9aeaa63b5ff9ded31c9d77f36a9aa830b637ce36b9e959c6e7,53300,62.62,double,DNA,False
MT944117,8019a5c49614bb90c5b544a60c4103081d44fe120579fd29a98f27ec6877601e,152343,39.11,double,DNA,False
NC_016653,f2465a45b72c91c4bad49cef8443334f3d312ce3e2c9f4db20957723b2664931,46586,58.57,double,DNA,True
NC_047715,55228cb8ea3ca2d9574204c6a98eb26f1f88eb3816250eabe660985a9f7cf58d,174670,39.51,double,DNA,True
KR091942,731d23f30e69bdceeac82898a1658782186a003f472feab02dbbb996197ac012,33133,44.37,double,DNA,False
NC_004685,2c8a70f92f8ff6dbe328a7e4d37bc9b9f57c405c39f3b71b416b50ee397f30cb,69777,65.38,double,DNA,True
AY751298,58bb5d3b97d1c98b6ee4d6f1b88b6596bc5481c55b0d7992034e267af9bd54c4,5577,45.94,double,DNA,False
MT310866,0a1e358edde156ad7fb7f5ce4f3f9caeea64420cb109a91bdf51bcd07575e5f7,41803,63.55,double,DNA,False
NC_010821,2addceb93faef5ef24ffdccdb3e7d64a891bd8749f826559bacbd5f1c7fb02b8,316674,45.34,double,DNA,True
MH807820,38f4533022a49d12081f960126866a4f3d9a9720d1f57964beb66ffc16c69d45,152515,49.13,double,DNA,False
MW514246,e247efb6522449625a32519b1edf138cd98c7029b2a295694ec8dac128198e3f,56157,41.61,double,DNA,False
NC_062746,8cb6e93271a8f7ce907fcfb84fd1584963b325f6bdee436526779e1c61adaccf,43978,28.88,double,DNA,True
HM753699,6ed083175f9792ba1b736631d64232c2ddaa44d7c89fe211cb24ade7d2a6a767,5386,44.80,single,DNA,False
HM753712,857204160e4b75aa40ba4637aa926aac122a1be65272e90929d5324072b96272,5386,44.73,single,DNA,False
NC_028697,7e67d5fe15beb7f2527477a4c18de803daf23131ff8d1b4531f08d9d83e10a8a,33900,38.45,double,DNA,True
JN699009,4736a44272b65fed74dc8c673f1495c810dbf9d7bf849c2d8e3d54d8ac533295,68992,66.51,double,DNA,False
LC494302,3290039381261f008f02c5587be63a169bee5641d2f9aef6020a8a599493c77e,347152,34.17,double,DNA,False
MK450423,3c4e7138e472715f3989ad52a664070d8f3a4909e1c39c97e56361940e1eef60,153369,64.72,double,DNA,False
OK274245,d462fe3e0489fea715b8a09d6e1604bbfb78ae11f7004e84f673c28af4a29c50,40788,62.65,double,DNA,False
NC_042058,c07b58f5d8fe6b50e1830dcf6095f004edb600100643e0eae7ed8a86bf7b4ec6,48491,63.95,double,DNA,True
NC_023745,1c6d96f0651ac9e9f04235f4aafaf2bb6ac19ff514a4c5cd98eff3179e84909b,51813,63.93,double,DNA,True
NC_048170,c4e274696fda8b367c3d55e93dd35602dbf5f243948ec96030bb0772e5f0a9c4,237307,46.53,double,DNA,True
NC_049348,8ada8fad2954c86c36093557593bc4050709bcbbeee42ea5f77b9fb648c6bf07,30778,34.14,double,DNA,True
NC_031267,a79da4cc2aad25299b1fa7a9b642a82eea00bbf756af26a33790c6cc7755f429,42979,65.38,double,DNA,True
NC_031243,0ba65c33c2438c55814110d8dc186655bac3fbbb2b8361f2e651616d347a35bd,42395,66.80,double,DNA,True
NC_042092,eae6105e5b435cfe623b4a52bad829a89a7a5f31021b88fafa4c4abd8b3627b1,67498,52.30,double,DNA,True
NC_014467,3494768a4427c87f8ca327bbafeaca2a5303a5a8b7d46c117a7005da9d7cb171,176788,43.52,double,DNA,True
NC_027625,299bd2d38f26355b3fbe28b4870431838c17a8f662aa1217ad9853b3160db585,29461,54.53,double,DNA,True
NC_047883,fdddf4e69fbeb8486ffa8c09a5d7e9ca82217ee28a09c35535c16db008c3b856,41730,39.38,double,DNA,True
NC_048108,9de0ef0f9b5cf405f1dd810463c6e98e94eeb7a61f970353dc7458da76d17e02,39648,48.74,double,DNA,True
AB971354,1566d4defe0878f9e0445a82006a21c78e6b09ea655e83e2ad3357ab26ae8f59,4217,48.14,single,RNA,False
FJ483838,893276272a357d5e7227379fb5e77511d2dd95e81765b8fa9d6e1bc4483432da,3393,46.04,single,RNA,False
MW822147,04968063aef50a4605891afa07188a172bc9115e22f5ae828c67e206cc9aae63,46221,66.63,double,DNA,False
LT992259,93874b15dbfb884cec6c73e15609a1df655039f5287d029e116f8b897c6af191,38622,52.09,double,DNA,False
MK919482,bbe6cc492f27d3af1358c135137d1b928253e503a8ce0f39e8239e733171a22f,53746,67.45,double,DNA,False
MN734437,b3c81f7d97ce5ad7641da73413e7ea24ea9b7bf5ccf33fd0b6a238f6fb7b3431,43318,55.00,double,DNA,False
MK620898,2a450dc3ce5a16907794221b27772ffe1c2a09577776afb2557822c6a2c3302e,67481,68.95,double,DNA,False
MN988515,89a3cdea167955d90686cca86e5b4d2d3cd0ee3ea040ea72f9983b7b45bb6554,193452,53.44,double,DNA,False
MW435854,b6cdb61b9b670420f10564f6cd64c2f2a3d7019b2c9838a1e4adfb73eb17b4c0,62110,65.35,double,DNA,False
MT119365,5dfa2cb86cd05b1d0085180f19ef9b997ba83e71c8bfc264cdb142ae93df1749,66226,55.61,double,DNA,False
NC_055806,2e7377b432f27c5e85dbe3ab41cde36a68477fd8e114896e789cc10872203e37,67311,65.73,double,DNA,True
NC_062754,06baf8b0c32552613fb0bb94ebdf49efa1e91fe842dd6b0ccf620d0c115b0540,39649,35.39,double,DNA,True
NC_027393,fe6d189fe97d0b83ddf7f5ed39ce2b43ce16d879eafd7c8d3e2876ea0fe2b4a3,39530,50.58,double,DNA,True
KT264808,16f6873dcefc100b1c64e756ea9095b2d10be6779809a04114ff34802f070526,4812,46.40,double,DNA,False
MK494128,ea23f24412f99fb8b07210bc756fdb3a168b44c10bdb90971542e115409747e1,50577,64.01,double,DNA,False
MK972705,e89f1bc85b0b56f41f628ca7d66b834b9f6d1130f5bfc772dba11f3006592cf1,41523,49.69,double,DNA,False
NC_054783,43a237ff47c549cf75c632fecc59d102bfdbd7bb9da12cc01725ef1c19ba33da,53277,62.86,double,DNA,True
MF374379,7a0c1dedd3bbe52f84c22926d1ccc65e8b97d8156ffd52b36ab675c08262da5f,41559,53.08,double,DNA,False
MK801730,7703d53d61bf4f4ce1ee370072bd83a919871622d9219eddf7ac2f6a8ab42301,17502,68.60,double,DNA,False
NC_019518,295082f7e76bd132914e60c9fcda497ccc1a0cdf36048a44e1a6fa62166e6614,44485,45.55,double,DNA,True
NC_041982,095f9eb21109bb7e91f23fd352464551447139e7a378b4693e7375a7a7ade492,51094,64.96,double,DNA,True
NC_047910,bd53c5ff4a3c740b9bd2952b5a301981f76348f6539aabdedc4155f68f1a7f1d,49573,57.09,double,DNA,True
NC_021791,e348efa822002fc0939b7ffd10e786cd009c36977a57b6d68c3ffd5ccb456639,39148,36.59,double,DNA,True
NC_041863,9d18ca81b98a3fdf8e52bb67becef62832677c86c160953cbb4ae3a6eead1aca,168733,37.63,double,DNA,True
MK249214,9576dc8d06ee7bc2b3cba45740f838a35f4d5c514401dfc9a67a3679ac5b333d,4487,53.69,double,DNA,False
KX171208,26d3094fa3729345251ee1fd4d6c84368b2776bb5b3c0c73f49d231428f9c8e3,66922,55.76,double,DNA,False
MN336265,90d23a9db44ebba223897720f7943d3f90ce7ec22416eaa4ba58a0c7733e030b,43129,49.57,double,DNA,False
MT118300,312950a054a7572257e5ec74cfba18836d9c1aeb6a0f4c942e1fbf0fd4645755,88805,54.81,double,DNA,False
MT818427,7eb514f5b932582ca9c80d7256df2497ba9dedaebab903ccd195d02062eab98d,41665,66.59,double,DNA,False
MN988551,fc8e410336e28d6f695d126ba640cf89621f5d1609e20dcc0b7a565bd7bd2702,18277,50.66,double,DNA,False
MN850625,6269341efce2d96cbe54af6b1b4cfc70f7c63476227cbd18e9e67a60c744a7ab,41110,55.41,double,DNA,False
NC_008265,d27a3df8d10c5cfdbe8a24cb97a120a190fa87e3201ee0f3ecba0f006abea088,38092,28.13,double,DNA,True
KR093654,87c761696ac31dce70673afe68182c06069fc91f3d48edc5293dc9fa4f765d4f,30974,42.68,double,DNA,False
MF158043,a4a8bcafc668654b3c4f3a446cc7ee5f1394dc152f044a5a8e10eee51a597352,88580,39.02,double,DNA,False
MH727554,fc31a0c4105efee3d8b2d0695cbfb961b8772ea70f7e9426610e2b5b9ea61163,48545,64.17,double,DNA,False
MN850656,39c81742aafba82915ba5bb0f8530182837fdfdfbd81c0836d6e3db83e159d5d,31958,36.03,double,DNA,False
MN812225,ae882bd68b9c01a00d1c1b702f5a1b946f71eade92e1434b00dfef724b9edf1e,38527,29.16,double,DNA,False
MT104477,8a127bd918df21bfeff91a247213af27f70af6a3847a37c9a284b7d582928204,41420,57.54,double,DNA,False
MT104476,be5f6530a2f19f07e6ae9b2b9e5c30ec94acefcc347b30cc38d4edcfa2262431,42827,57.55,double,DNA,False
NC_054433,cf948fe88413d3bb873b3a95c5320720a6a84234fdb0a6b925503c218a85f662,52581,70.19,double,DNA,True
MT553336,780b055a29e28f05da7dd197805b9c56e4ee24172ad3da558c41af84ec33ea05,48746,67.15,double,DNA,False
MT949699,307122002d20fb2c9748bc9938262898ddff2bd3de51e3e70b1764c824532d6b,169176,36.33,double,DNA,False
MW689258,55cf74be6279c5620729553d5d21efcfe26e745b5f88a38e002220a3a2637eeb,48795,44.87,double,DNA,False
NC_048732,09540bbaf62ebf025e85e9dfb6388f49d5c7559bbaeb2a3161fca686402de942,58197,56.11,double,DNA,True
NC_047914,6e94818cacf6cd60e1d37828de7f54293db7623241d6819b4476fd2550f1de92,54286,55.80,double,DNA,True
NC_048147,bc32ff63c247d48780d038bf7f1ee5c479296627d1e48ee64a7396d2d5424efb,61830,52.50,double,DNA,True
NC_015250,29b697bb0690a1ac76bda28a1d532125edba8e4999396d89dd04181dd093a227,159801,39.67,double,DNA,True
NC_042124,da4ff7310f1a2fbfe13bad2488e07a0b7229bbc7dab8ba375719f838cfa5008b,39964,39.23,double,DNA,True
NC_047781,24a3bb6d0ae6cc5860308820873a1e1afb6b9972c0344a6845f0f867071a3adc,41697,52.70,double,DNA,True
MK249209,9c6102502635f798c1be9249f72de9dcbbf0271879a2f807eef3ad0a5b0edbd6,4438,55.27,double,DNA,False
MZ348422,bca878e0e7fed1f8619832d431ad5e9e0d16ffd2bdb6df560fd7d0b2a13db444,253740,45.45,double,DNA,False
MZ501099,89e78512ef77125314f080aca2295fa939a91c93081d4cf3e43ed6f360a2d56d,51285,46.39,double,DNA,False
KX513864,88043736ee2c44c91c584d28edf8de9a1d9bca2b0c58b823cde65f62145d198a,5508,49.40,double,DNA,False
MK448969,0723d510f95db6a3e950fefbf82ab1a4d3155b3bd2c1cc2d08de82e70f214ce1,33123,37.73,double,DNA,False
MN734439,e646aec0a57a67006f86970bc9db92942090f1985ac855801e5ea699257bf2ed,43408,55.88,double,DNA,False
MT500539,aff9f425e37dadda213b84c1a23ebda0b3c97160d9e1de9b6b7966bb02c6f16b,49503,45.37,double,DNA,False
MZ130496,a6069f42b86f49dad80e2143169501e453667bced61b5278b67987d747d7c7e0,102100,33.15,double,DNA,False
NC_025456,dda17a1ad38a45a0d1c565e0e53329a90dbf7b5082a653d17bc1dd6f0dd57912,46547,47.58,double,DNA,True
NC_031941,2926b05a9526cb4a70ac3219e914acf9a54d7db646729eb299142562c8294b10,34563,40.19,double,DNA,True
KJ019117,971176bd00f4091cc176f2c5d3600c017b10a0204483293094334f0e35f65d91,179155,40.27,double,DNA,False
KY555142,0767ff06d4f996607d47b393688735961f705d172e51c5808ca0cb99df4a6753,219348,66.12,double,DNA,False
MK054210,6259f9491e069bff268db126c0ac029a6f7014468b95b28f168b8423af0bda81,14967,38.89,double,DNA,False
MK448812,79dfffb3e281977ac9905be4df18c918a2606339997bebc3cb8e8a785ce23045,40914,40.22,double,DNA,False
MK719709,d6ef1e31505de7dc5bf57d96f830d126a9f43cb22b5b926b73f6c4a9d42cb1dd,80236,38.19,double,DNA,False
MW082583,377300b68e51f6c730528e9958d87fd402e3b31ddd4f595556c9b75e2ddd74e0,39799,56.98,double,DNA,False
MZ089803,acccdebe8d6086f97a9388ec1049a61caae22b3c3bd6b146dc4542756e3ac1f5,6419,42.58,double,DNA,False
NC_048733,83aa29c3448eafdd2aaecdffd60218c5b463ac00345d6fdf3f431d504139fd60,54473,64.34,double,DNA,True
NC_042123,05b4efb488fa19e2f3d3c7341776569fc7ac55f7e3fc4e8157c79e3596fbc549,52856,61.97,double,DNA,True
NC_001418,1bd2b5e54270d5aaab05c017e2b80131298d0bbe8d71b4d91c0d043faccaeb94,5833,45.36,single,DNA,True
NC_021780,635558aa47f7b0952c25f83e29835fa1fd27f11cd4f9c43eeda7f93d776037ce,59454,56.44,double,DNA,True
NC_047904,6b53f852143a09f722755d2d31b27afbf3504164d3fe120c7ba5c57da2a72a3e,42551,66.83,double,DNA,True
MK765631,14673d5e2e1aaae9c8db7448be451be3dee5d5acd79b6d3db75d78d6ed37b314,6078,63.51,double,DNA,False
NC_051618,a03ff02ecbbffd5f64b89886047299965ddd7f240a4dbf7104700b88cdb06747,61222,65.64,double,DNA,True
KT345706,8c92f0d16f64dffb7e3e1ff02ccc2cf600d7d0cc25c4f3cf081d22b699f82e1e,80578,40.58,double,DNA,False
KT361657,cd9e5e11d8d5508e0a10f5849cb1d3764a1ddfcab942d4f7cdf7ff3dc0896238,45653,43.65,double,DNA,False
MH892366,080f91aa46e48faa25d0779f04a521310f16f9f17f514781935dcb7d4e69be66,34825,39.43,double,DNA,False
MK291441,eeb49865438dd7e139d2514e43d8904c0cc99becf95ed1d72c047d56023154e4,39879,64.26,double,DNA,False
MK224498,ceaebca827060583778491d561b05e589d2fae6024926f789a68801b66ae0b73,92558,49.36,double,DNA,False
KY514263,0eb54877ff7100739677426a6ef1f400628923ffd24a10e6fbdbcc42dde36aa1,142778,50.11,double,DNA,False
MH651170,68e72de906574927020cdf7512f99f5d2ad8c33cda5376da16aeb1c5c9bd48ab,51811,63.90,double,DNA,False
MK279896,3bce8d9f49e9757a185c851a177e1272bf96a32af7eebabb59e8a9b54ed92064,43562,61.07,double,DNA,False
MH051247,1abc2b715293ca778b97955cfaa9cc5f8a1e31a9347f36a44aa9e37d647fa3a4,51418,63.93,double,DNA,False
KX961385,b2ee3d2e09f308dc361e4493aea494349e68e09e98db9bd0c5f3f5f3516c54d1,59831,63.92,double,DNA,False
NC_023550,ae3d560492ae1b84aab0a19cae5d1ba321a6af544fdcbdee18ac5b37e8019e65,17869,28.90,double,DNA,True
NC_024144,dc36d77628d09035d2a80c91b7f447aafd379eaaf8404a2c579bef1742755251,54279,28.45,double,DNA,True
NC_054955,4dfd48e21b83e4acae8b4b84f3446901fcb0c4db0b233cfa6efc151811e92c92,46321,60.55,double,DNA,True
NC_028664,aecf6e206cf3f3be99570cef9465aa4f93421fc7717a75a75bb65fcec824b308,43963,53.78,double,DNA,True
MZ501086,7d66a67531a923e00dc72b9fd8d588fe951c1898be309d171b1dfcc05b5540af,87100,39.03,double,DNA,False
NC_028817,de10323be9c6e240db1752fe07d41c065d612f5f124d8aa71b62409589c8847d,93879,49.36,double,DNA,True
MW448170,451c5fae601cbb80853dd91a1e5f39c6ef02668a013ac16b94a2e45f94781511,176329,41.85,double,DNA,False
KX160214,29d04716ced6e03b7c77d96cbbb91feaeb7d5dc21c315df938ef81b353786996,35904,35.75,double,DNA,False
MZ501079,19dd27b29b1a5462b4d99b31d169a2cde722029f57e61061fc006fae055a78cb,51129,43.93,double,DNA,False
MK448937,314ae39d1b718a07eea99b2f272b2198086883f699261a52b67ad38cbbdd5388,13056,38.73,double,DNA,False
MK496680,785795c62673f94685b143296ccb06a83f236476e043fe0b8698a4e52c4708f7,5585,33.32,double,DNA,False
MW584175,1141e1895b686d5b525ea068248821aa929e74ebae953744b3dad7e19378255a,54310,64.43,double,DNA,False
NC_023568,67a12ffb3d37921f9a31ce3c448eb9479f4c7071c798f68c9f79dec01dfb5774,246964,41.31,double,DNA,True
JF974289,b6776068b724818b53af2656f719abb90f6793dae449af502db75610483a3e1d,171211,40.63,double,DNA,False
KY065486,754ebd3b057173f1582d5060e89ddaeff417b85b0226967b1a8abee3eef0156b,40232,41.24,double,DNA,False
MH338234,584d5b51dfc7316499e0631ac63ca5a19470a89d28b78c5929d48d37af7a0fda,53256,63.49,double,DNA,False
MH371119,9e566cde9d3f65a9586cec68cc3066dbc4bff162992021dfcd93413ed001c060,41880,66.56,double,DNA,False
MT713136,63b55a1209b9b4e3fef72f1a19e4a20e81de5733b4c1af58ff91eb3c7b4f47af,254490,40.33,double,DNA,False
